block_name,basin_name,basin_id,date_collection,CALCIUM(mg/L),PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L),MAGNESIUM(mg/L)
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1990 00:00,23.6,7.76,25,310.651815,116.713,7.17,1.012853881,13.851
MALVALLI,Cauvery Basin,1,01-12-1990 00:00,35,7.92,27.5,501.3844955,180.144,6.628760039,2.370357968,22.2345
KOLLEGAL,Cauvery Basin,1,01-12-1990 00:00,22.2,7.75,26,286.4670118,111.694,6.683812767,1.308484742,13.4865
SOMVARPET,Cauvery Basin,1,01-12-1991 00:00,13,9.2,23.5,189.1590172,55.2812,9.3,-0.687722723,5.4675
HOLENARSIPUR,Cauvery Basin,1,01-12-1991 00:00,10.6,6.73,24,47.72700541,40.675,6.175249561,0.262906131,3.402
HUNSUR,Cauvery Basin,1,01-12-1991 00:00,38.18,7.84,23,472.3219284,217.983,5.875857896,2.797226614,29.408
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1991 00:00,45.4,7,23,622.7100134,183.363,9.4,0.245427383,16.767
MALVALLI,Cauvery Basin,1,01-12-1991 00:00,54.2,8.6,22.5,550.5395239,190.681,9,1.152257345,13.2435
KOLLEGAL,Cauvery Basin,1,01-12-1991 00:00,32.4,8.4,25,363.3342882,136.181,7.5,1.349574514,13.2435
SOMVARPET,Cauvery Basin,1,01-12-1992 00:00,24.2,7.1,23,9.361083898,76.7,4.5,1.842834932,3.888
HOLENARSIPUR,Cauvery Basin,1,01-12-1992 00:00,24.15,8.1,22,47.88454948,69.4875,6.291740495,0.980897778,2.187
HUNSUR,Cauvery Basin,1,01-12-1992 00:00,43.6,8.1,25,306.105242,141.906,6.175250207,2.315901452,7.8975
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1992 00:00,25.8,7.7,24.5,378.1430567,83.7375,9.867,-0.896066556,4.617
MALVALLI,Cauvery Basin,1,01-12-1992 00:00,10.4,7,22.5,124.7235804,83.2062,6.109706976,0.62844085,13.7295
KOLLEGAL,Cauvery Basin,1,01-12-1992 00:00,21,7.9,26,299.0039808,68.7,8.89,-0.324839593,3.888
SOMVARPET,Cauvery Basin,1,01-12-1993 00:00,9.4,7.2,25.86140626,151.788469,39.1937,7.01,1.82,3.7665
HOLENARSIPUR,Cauvery Basin,1,01-12-1993 00:00,25,8.1,25.5,172.5258339,78.1937,6.7451692,1.104422658,3.7665
HUNSUR,Cauvery Basin,1,01-12-1993 00:00,42.4,8,24.5,416.7645193,185.481,6.069443585,2.660696713,19.0755
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1993 00:00,31.4,7.6,25.5,267.4914427,149.881,5.33,0.55,17.1315
KOLLEGAL,Cauvery Basin,1,01-12-1993 00:00,31.4,8,26,509.9218494,145.833,8.83,0.60874577,16.16
SOMVARPET,Cauvery Basin,1,01-12-1994 00:00,15.8,8,22.5,206.562672,121.542,6.4,0.69,19.69
HOLENARSIPUR,Cauvery Basin,1,01-12-1994 00:00,15.8,8,22,38.34396399,59.25,6.515710221,0.59,4.74
HUNSUR,Cauvery Basin,1,01-12-1994 00:00,36.2,8.25,24,392.0034095,178.083,6.300721329,2.377242633,21.02
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1994 00:00,31.4,7.4,25.5,364.0016377,153.917,6.12,1.58,18.1
MALVALLI,Cauvery Basin,1,01-12-1994 00:00,44,8.2,26.5,610.1525421,217.325,7.46,1.38,25.758
KOLLEGAL,Cauvery Basin,1,01-12-1994 00:00,37.8,6.4,27.5,323.2681273,118.294,5.73,1.97761453,5.7105
SOMVARPET,Cauvery Basin,1,01-12-1995 00:00,64.8,8.13,23,521.5731892,240.469,6.62,0.59,18.8325
HOLENARSIPUR,Cauvery Basin,1,01-12-1995 00:00,38.8,7.74,23,300.5426414,163.319,5.63,2.27,15.9165
HUNSUR,Cauvery Basin,1,01-12-1995 00:00,34.8,7.7,25,233.3055797,110.794,6.194022941,1.73297254,5.7105
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1995 00:00,18.8,7.98,25,500.1591231,86.9938,10.66,1.98,9.5985
MALVALLI,Cauvery Basin,1,01-12-1995 00:00,9.4,7.17,25,254.7022634,43.2437,8.7,0.87,4.7385
KOLLEGAL,Cauvery Basin,1,01-12-1995 00:00,37.8,8,24.5,245.4947271,118.8,6.52,1.19,5.832
SOMVARPET,Cauvery Basin,1,01-12-1996 00:00,11.8,7.72,24.5,209.3978648,32.4869,7.91,4.92,0.71685
HOLENARSIPUR,Cauvery Basin,1,01-12-1996 00:00,29.86,8.25,23.5,327.367855,77.8394,9.19,2.27,0.76545
HUNSUR,Cauvery Basin,1,01-12-1996 00:00,59.74,8.02,24.5,633.4787515,272.723,5.603917785,4.040734328,29.6096
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1996 00:00,32.02,7.89,20,550.3331288,167.579,9.87,1.48,21.007
KOLLEGAL,Cauvery Basin,1,01-12-1996 00:00,33.02,8.08,24.5,439.414715,162.133,7.71,0.69,19.0998
SOMVARPET,Cauvery Basin,1,01-12-1997 00:00,14,6.29,26,287.2679891,57.275,7.91,0.89,5.346
HOLENARSIPUR,Cauvery Basin,1,01-12-1997 00:00,25.2,7.91,26,299.2003987,88.3125,7.91,0.89,6.075
HUNSUR,Cauvery Basin,1,01-12-1997 00:00,28.2,6.64,25.5,325.49281,134.288,5.84572538,1.715843418,15.309
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1997 00:00,28.2,6.48,25,401.1774666,134.287,7.21,0.49,15.309
MALVALLI,Cauvery Basin,1,01-12-1997 00:00,33.4,6.29,26,421.3223833,159.944,6.22,0.49,18.3465
KOLLEGAL,Cauvery Basin,1,01-12-1997 00:00,31.4,6.73,27,632.8566728,133.681,10.08,0.19,13.2435
SOMVARPET,Cauvery Basin,1,01-12-1998 00:00,8.4,7.96,25,282.2120696,38.2125,9.1,3.2,4.131
HOLENARSIPUR,Cauvery Basin,1,01-12-1998 00:00,27.6,8.2,26,335.1851953,117.094,7.5,1,11.5425
HUNSUR,Cauvery Basin,1,01-12-1998 00:00,28,8.28,24.5,259.6798616,121.131,6.615751855,1.586934735,12.2715
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-1998 00:00,25.2,8.18,24,179.5309248,122.231,5.4,2.2,14.2155
MALVALLI,Cauvery Basin,1,01-12-1998 00:00,31.4,7.98,25.5,365.3097029,149.881,6.8,0.8,17.1315
KOLLEGAL,Cauvery Basin,1,01-12-1998 00:00,20.2,8.21,27,353.0117379,92.0125,8.1,2,9.963
SOMVARPET,Cauvery Basin,1,01-12-1999 00:00,8.8,7.4,24,30.10221103,36.6813,6.1,1.6,3.5235
HOLENARSIPUR,Cauvery Basin,1,01-12-1999 00:00,7.8,7.57,23.5,-56.0282225,34.6875,5.3,1.3,3.645
HUNSUR,Cauvery Basin,1,01-12-1999 00:00,32.2,7.76,24.5,289.2919923,136.8675985,6.213547893,2.033623741,12.879
MALVALLI,Cauvery Basin,1,01-12-1999 00:00,27.2,7.98,27.5,340.9861654,114.069,7.1,1.3,11.0565
KOLLEGAL,Cauvery Basin,1,01-12-1999 00:00,22.8,8.24,23.5,137.8210163,96.9938,6.1,1.4,9.5985
SOMVARPET,Cauvery Basin,1,01-12-2000 00:00,7.8,7.37,25,133.7994452,35.1937,7.5,0.7,3.7665
HOLENARSIPUR,Cauvery Basin,1,01-12-2000 00:00,9.2,7.35,23,19.91690725,31.1,6.7,0.4,1.944
HUNSUR,Cauvery Basin,1,01-12-2000 00:00,32.8,7.63,23,310.4876599,157.431,5.919424008,2.070291114,18.1035
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2000 00:00,12.8,7.72,22,-8.265336401,60.8563,5.6,0.9,6.9255
MALVALLI,Cauvery Basin,1,01-12-2000 00:00,52.6,8.08,24.5,573.3969987,234.269,7,0.8,24.6645
KOLLEGAL,Cauvery Basin,1,01-12-2000 00:00,23.4,7.6,22,170.7510532,102.037,5.9,3.4,10.449
KOLLEGAL,Cauvery Basin,3,01-12-2001 00:00,51.3,8.46,24.2,703.3186627,286.25,7,1.4,37.92
SOMVARPET,Cauvery Basin,1,01-12-2001 00:00,4.2,8,18,-48.89804011,22.65,7.7,0.4,2.916
HOLENARSIPUR,Cauvery Basin,1,01-12-2001 00:00,4.8,8.1,22.5,59.52106561,20.1,7.9,1.4,1.944
HUNSUR,Cauvery Basin,1,01-12-2001 00:00,77,7.7,24,856.1416469,367.156,4.883840564,5.479799366,41.9175
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2001 00:00,34.6,7.7,23,558.2565356,174.587,8.5,2.9,21.141
MALVALLI,Cauvery Basin,1,01-12-2001 00:00,47.8,7.6,25,616.7217314,218.725,7.7,0.9,23.814
KOLLEGAL,Cauvery Basin,1,01-12-2001 00:00,27.8,7.7,29.5,477.457573,127.213,8,0.5,13.851
Shaklespur,Cauvery Basin,1,01-12-2002 00:00,4.8,8.2,20,-116.4412736,20.1,6.589669356,-0.140485522,1.944
KRISHNARAJPET,Cauvery Basin,1,01-12-2002 00:00,7.6,8.2,24.5,80.52197708,45.325,7.124011998,0.202758502,6.318
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2002 00:00,16,8.2,23,162.0251746,94.675,6.686007006,0.927514537,13.122
MALVALLI,Cauvery Basin,1,01-12-2002 00:00,29.2,8.26,24,325.9650975,150.456,6.496127842,1.887872845,18.5895
HASSAN,Cauvery Basin,1,01-12-2002 00:00,8.4,8.2,21,-3.832744763,51.8812,6.623034436,0.272651232,7.4115
KOLLEGAL,Cauvery Basin,1,01-12-2002 00:00,24.6,8.2,23,285.2391089,143.512,6.447928971,1.661613786,19.683
Shaklespur,Cauvery Basin,1,01-12-2003 00:00,12.74,7.8,21,64.78880221,78.8083,6.283310134,0.663453202,11.27
KRISHNARAJPET,Cauvery Basin,1,01-12-2003 00:00,28.1,8.2,18,140.6673732,145.792,5.673491385,1.780080963,18.13
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2003 00:00,31.46,8,21,323.5088429,150.24,7.4,0.8,17.1816
RAMANAGARAM,Cauvery Basin,1,01-12-2003 00:00,58.2,8.07,24,530.2490017,288.667,4,3.2,34.36
MALVALLI,Cauvery Basin,1,01-12-2003 00:00,28.31,8.05,25,566.9639731,197.442,7.8,1.4,30.4
HASSAN,Cauvery Basin,1,01-12-2003 00:00,21.01,7.86,21.5,114.3278523,96.2333,6.164887258,1.108214375,10.49
KOLLEGAL,Cauvery Basin,1,01-12-2003 00:00,31.46,7.88,24,276.5345967,146.667,6,1,16.324
KOLLEGAL,Cauvery Basin,3,01-12-2004 00:00,32.06,8.48,24.91246904,583.4353039,234.067,6.637182887,2.737669027,36.94
Shaklespur,Cauvery Basin,1,01-12-2004 00:00,12.6,7.57,23,52.30899929,53.775,6.442294186,0.444577268,5.346
KRISHNARAJPET,Cauvery Basin,1,01-12-2004 00:00,36,8.22,25,408.4875619,173.531,6.427554857,2.334365896,20.0475
HASSAN,Cauvery Basin,1,01-12-2004 00:00,31.2,7.76,24.5,333.9936899,149.381,6.23945525,1.949972938,17.1315
KOLLEGAL,Cauvery Basin,3,01-12-2005 00:00,40.81,8.56,18,473.9498732,271.483,5.501608834,3.342503854,40.67
Shaklespur,Cauvery Basin,1,01-12-2005 00:00,24.16,7.5,24.5,291.0344273,129.9,6.285584223,1.531881642,16.68
HUNSUR,Cauvery Basin,1,01-12-2005 00:00,15.66,7.93,24,141.6276929,76.9833,6.689324571,0.762520223,9.08
KRISHNARAJPET,Cauvery Basin,1,01-12-2005 00:00,20.45,8.02,21,96.83416823,94.8333,6.199052956,1.073969139,10.49
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2005 00:00,26.74,8.19,23,264.73383,126.433,6.87,1.42,14.3
MALVALLI,Cauvery Basin,1,01-12-2005 00:00,23.6,8.19,25,219.6236666,110.708,6.4,0.99,12.41
HASSAN,Cauvery Basin,1,01-12-2005 00:00,18.88,7.76,26,233.5373159,90.9417,6.781797034,1.00812229,10.498
KOLLEGAL,Cauvery Basin,1,01-12-2005 00:00,36.18,7.89,22,175.2923254,133.367,5.78,0.55,10.3
KOLLEGAL,Cauvery Basin,3,01-12-2006 00:00,35.27,8.46,21,544.6315782,262.342,6.003052733,3.082772262,41.8
KOLLEGAL,Cauvery Basin,3,01-12-2008 00:00,28.85,8.19,23,396.4665533,185.542,6.593420191,1.1,27.22
Shaklespur,Cauvery Basin,1,01-12-2008 00:00,8,7.43,22.5,-26.83384157,28.1,6.424585148,0.053544411,1.944
MYSORE,Cauvery Basin,1,01-12-2008 00:00,25.6,7.8,24.5,228.2511632,108.55,6.419235676,1.39138616,10.692
KRISHNARAJPET,Cauvery Basin,1,01-12-2008 00:00,27.2,7.92,23.5,219.2475532,116.6,6.304300629,1.514061898,11.664
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2008 00:00,35.2,7.84,25,342.8274877,164.95,5.9,1.3,18.468
RAMANAGARAM,Cauvery Basin,1,01-12-2008 00:00,64,7.68,23,481.8655956,297.7,3.6,1.2,33.048
MALVALLI,Cauvery Basin,1,01-12-2008 00:00,41.6,7.92,24,360.8193928,172.85,6.1,1.7,16.524
HASSAN,Cauvery Basin,1,01-12-2008 00:00,24,7.7,21,60.98393316,84.3,5.935439865,1.103144016,5.832
KOLLEGAL,Cauvery Basin,1,01-12-2008 00:00,35.2,7.9,25,282.1283673,148.75,5.7,1.3,14.58
KOLLEGAL,Cauvery Basin,1,01-12-2008 00:00,36.8,7.71,21.5,258.3405728,156.8,5.654933762,2.19646466,15.552
KOLLEGAL,Cauvery Basin,3,01-12-2009 00:00,40,8.33,24.4085976,654.8065375,270,7.075053536,0.1,40.8
Shaklespur,Cauvery Basin,1,01-12-2009 00:00,8,7.33,22.5,-15.39310914,32.15,6.368585865,0.089670368,2.916
HUNSUR,Cauvery Basin,1,01-12-2009 00:00,36.8,7.73,24.5,471.2003313,201.35,6.061608476,2.607963971,26.244
KRISHNARAJPET,Cauvery Basin,1,01-12-2009 00:00,24,7.89,25,211.6800462,100.5,6.55,0.79,9.72
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2009 00:00,32,7.89,25,322.8921813,148.85,6.35,0.79,16.524
RAMANAGARAM,Cauvery Basin,1,01-12-2009 00:00,68.8,7.65,24,733.2020158,293.5,5.96,4.97,29.16
MALVALLI,Cauvery Basin,1,01-12-2009 00:00,41.6,7.93,25,385.3486264,180.95,6.16,0.6,18.468
HASSAN,Cauvery Basin,1,01-12-2009 00:00,20.8,7.71,22,84.31629844,80.35,6.161608841,0.961542592,6.804
KOLLEGAL,Cauvery Basin,3,01-12-2010 00:00,36.87,8.4,23,687.4271105,294.717,6.923609303,0.4,48.61
Shaklespur,Cauvery Basin,1,01-12-2010 00:00,6,7.15,23.5,2.912740669,27.15,6.460076622,-0.019677346,2.916
HUNSUR,Cauvery Basin,1,01-12-2010 00:00,36,7.66,22.5,386.0370222,191.25,5.773968368,2.480739985,24.3
KRISHNARAJPET,Cauvery Basin,1,01-12-2010 00:00,28,8.04,24,256.6925819,122.65,6.77,0.6,12.636
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2010 00:00,28,7.78,25,274.7906802,130.75,6.17,1.19,14.58
RAMANAGARAM,Cauvery Basin,1,01-12-2010 00:00,68,7.62,25,617.6647691,279.35,3.18,10.75,26.244
MALVALLI,Cauvery Basin,1,01-12-2010 00:00,42,8.01,24.5,383.5782846,173.85,6.57,0.6,16.524
HASSAN,Cauvery Basin,1,01-12-2010 00:00,20,7.62,18,-24.5249996,82.4,5.5859157,0.933372657,7.776
KOLLEGAL,Cauvery Basin,1,01-12-2010 00:00,30,7.84,19.5,153.5019291,135.75,5.77,1.39,14.58
KOLLEGAL,Cauvery Basin,3,01-12-2011 00:00,19.24,8.15,26,377.3148798,141.267,7.065140014,1.2,22.36
MYSORE,Cauvery Basin,1,01-12-2011 00:00,22.4,7.39,24,185.1957677,96.5,6.213241857,1.170470943,9.72
MYSORE,Cauvery Basin,1,01-12-2013 00:00,25.6,7.63,24,213.7493365,108.55,6.257910081,1.38903525,10.692
KOLLEGAL,Cauvery Basin,3,01-12-2014 00:00,35.46,8.46,22,438,240.567,7.6,1.17,36.46
Shaklespur,Cauvery Basin,1,01-12-2014 00:00,9.6,7.18,23,25.79432409,32.1,6.11,2.56,1.944
MYSORE,Cauvery Basin,1,01-12-2014 00:00,27.2,7.93,23,204.7470616,116.6,6.241458883,1.511725954,11.664
HUNSUR,Cauvery Basin,1,01-12-2014 00:00,33.6,7.65,24.5,442.6479492,189.3,6.104481451,2.389412969,25.272
KRISHNARAJPET,Cauvery Basin,1,01-12-2014 00:00,32,7.9,23,306.3840222,144.8,6.7,1.18,15.552
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2014 00:00,32,7.75,24.5,276.0908077,144.8,5.52,2.37,15.552
RAMANAGARAM,Cauvery Basin,1,01-12-2014 00:00,81.6,7.8,25,727.252146,325.5,3.94,7.69,29.16
MALVALLI,Cauvery Basin,1,01-12-2014 00:00,49.6,7.85,25,456.5841681,217.15,5.52,1.78,22.356
HASSAN,Cauvery Basin,1,01-12-2014 00:00,24,7.41,24.5,208.251639,100.5,6.249818807,1.264014421,9.72
KOLLEGAL,Cauvery Basin,1,01-12-2014 00:00,33.6,7.8,25,354.1853084,152.85,6.442465772,1.38,16.524
KOLLEGAL,Cauvery Basin,1,01-12-2014 00:00,32,7.64,21,206.7325419,140.75,5.677643762,1.884372674,14.58
KOLLEGAL,Cauvery Basin,3,01-12-2015 00:00,20.53,8.52,23,339,194.992,7.67,1.9,34.48
Shaklespur,Cauvery Basin,1,01-12-2015 00:00,4.8,7.52,24,46.73008523,32.25,6.73,0.79,4.86
KRISHNARAJPET,Cauvery Basin,1,01-12-2015 00:00,40,7.94,25,365.91852,176.95,5.94,0.99,18.468
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,01-12-2015 00:00,36.8,7.9,23.5,303.7604091,173,5.74,0.39,19.44
MALVALLI,Cauvery Basin,1,01-12-2015 00:00,46.4,7.66,25,391.6507463,188.9,5.74,0.99,17.496
HASSAN,Cauvery Basin,1,01-12-2015 00:00,25.6,7.65,24,202.3080107,104.5,6.270138764,1.35290264,9.72
KOLLEGAL,Cauvery Basin,1,01-12-2015 00:00,46.4,7.9,26,378.8188359,188.9,5.54,0.59,17.496
Shaklespur,Cauvery Basin,1,01-12-2016 00:00,3.8,7.34,23,39,23.1687,7.2,0.91,3.2805
SOMVARPET,Cauvery Basin,1,01-12-2016 00:00,23.41625605,8.548314738,25.0397658,277.4350392,120.6916882,6.952069175,1.520880173,14.53571647
KRISHNARAJPET,Cauvery Basin,1,01-12-2016 00:00,18,7.84,23,190,142.706,6.43,1.64,23.4495
RAMANAGARAM,Cauvery Basin,1,01-12-2016 00:00,69.4,7.46,22.5,880,335.5,2,6.3,38.88
HASSAN,Cauvery Basin,1,01-12-2016 00:00,32.2,7.4,20,192,97.2063,7.033828967,1.36807834,4.0095
HOLENARSIPUR,Cauvery Basin,1,02-01-1984 00:00,9.6,8,25.05774789,88,44,7.021733991,0.264069495,4.8
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-01-1984 00:00,16.7,7.9,27.72381018,253,50.9167,8.08735358,0.51034838,2.2
SOMVARPET,Cauvery Basin,1,02-01-2004 00:00,7.86,7.77,22,105.3315128,43.4417,7.84,0.6,5.71
HOLENARSIPUR,Cauvery Basin,1,02-01-2004 00:00,11.46,8.06,22.5,199.7407673,71.8167,8.04,1,10.36
HUNSUR,Cauvery Basin,1,02-01-2004 00:00,16.52,7.64,23,156.302738,92.9667,6.366697398,0.930271413,12.4
KRISHNARAJPET,Cauvery Basin,1,02-01-2004 00:00,30.6,7.95,16,62.3654552,140.125,5.200555125,1.806877157,15.27
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-01-2004 00:00,40,8.2,22.5,451.9329499,211.333,6.62,1.1,26.72
RAMANAGARAM,Cauvery Basin,1,02-01-2004 00:00,65.51,7.9,22.5,938.0003538,350.692,6.86,6.17,44.86
MALVALLI,Cauvery Basin,1,02-01-2004 00:00,34.61,8.05,23,288.0760077,166.067,5.78,1.18,19.09
KOLLEGAL,Cauvery Basin,3,02-01-2006 00:00,56.11,8.36,24.8446387,847.0619955,342.817,5.900983899,4.54244423,48.61
Shaklespur,Cauvery Basin,1,02-01-2006 00:00,16.71,7.65,20.5,80.69603773,91.9833,6.025998486,0.916403096,12.05
SOMVARPET,Cauvery Basin,1,02-01-2006 00:00,12.46,8.05,22,-4.569298881,53.4833,6.08,0.97,5.36
HOLENARSIPUR,Cauvery Basin,1,02-01-2006 00:00,14.6,8.16,22.5,108.3302683,78.5417,6.73,0.62,10.09
HUNSUR,Cauvery Basin,1,02-01-2006 00:00,22.3,8.21,22,144.9100476,102.708,6.389255592,1.213090448,11.27
KRISHNARAJPET,Cauvery Basin,1,02-01-2006 00:00,26.6,7.86,21,131.8356668,110.958,5.947227726,1.431196232,10.67
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-01-2006 00:00,28.61,8.13,23,170.2052746,109.567,6.28,1.03,9.13
MALVALLI,Cauvery Basin,1,02-01-2006 00:00,19.36,7.88,24,143.6951375,115.942,5.3,0.77,16.21
HASSAN,Cauvery Basin,1,02-01-2006 00:00,24.04,7.94,23.5,202.8927258,108.892,6.399472269,1.335666451,11.71
KOLLEGAL,Cauvery Basin,1,02-01-2006 00:00,31.79,8.16,23,267.7604854,145.35,6.32,1.1,15.81
KOLLEGAL,Cauvery Basin,3,02-01-2007 00:00,36.87,8.35,15.5,496.6765148,302.8,5.137169384,3.473523641,50.55
Shaklespur,Cauvery Basin,1,02-01-2007 00:00,11.6,7.4,19,-89.28410495,44.1104,5.831726395,0.304941922,3.6265
HOLENARSIPUR,Cauvery Basin,1,02-01-2007 00:00,23.4,7,25.2,392.1212838,106.087,8.08,1.43,11.421
KRISHNARAJPET,Cauvery Basin,1,02-01-2007 00:00,16.6,8.06,21.5,136.0324521,101.238,6.38685608,0.999896476,14.337
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-01-2007 00:00,20.4,8.2,23,255.0677253,94.5375,7.93,1.15,10.449
MALVALLI,Cauvery Basin,1,02-01-2007 00:00,24.4,8.18,25,427.7431645,111.431,9.07,1.46,12.1035
HASSAN,Cauvery Basin,1,02-01-2007 00:00,7.8,7.83,24.5,51.55475636,35.1938,6.919613857,0.11927932,3.7665
KOLLEGAL,Cauvery Basin,1,02-01-2007 00:00,28.2,8.23,25,499.3888047,130.238,9.24,2.13,14.337
MALVALLI,Cauvery Basin,1,02-01-2009 00:00,36.8,8.11,23.5,368.6740554,173,6.34,1.96,19.44
KOLLEGAL,Cauvery Basin,3,02-01-2012 00:00,32.06,8.6,26,545.5433154,209.775,7.292609867,0.8,31.11
Shaklespur,Cauvery Basin,1,02-01-2012 00:00,6.4,7.14,21,-56.00989879,32.2,6.101084216,0.027573477,3.888
SOMVARPET,Cauvery Basin,1,02-01-2012 00:00,11.2,7.43,24,80.11867254,52.3,6.353,1.155,5.832
HOLENARSIPUR,Cauvery Basin,1,02-01-2012 00:00,12.8,7.16,26,139.4786531,56.3,6.353,1.155,5.832
KRISHNARAJPET,Cauvery Basin,1,02-01-2012 00:00,19.2,7.71,23,197.1586421,108.75,6.545,0.385,14.58
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-01-2012 00:00,40,7.85,26,463.3805295,217.45,5.583,0.578,28.188
RAMANAGARAM,Cauvery Basin,1,02-01-2012 00:00,75.2,7.4,23.5,754.9641451,313.55,3.47,13.296,30.132
MALVALLI,Cauvery Basin,1,02-01-2012 00:00,40,7.76,20,243.1083236,172.9,5.775,0.385,17.496
HASSAN,Cauvery Basin,1,02-01-2012 00:00,20.8,7.55,21,55.31398018,80.35,5.9374415,0.956855738,6.804
KOLLEGAL,Cauvery Basin,1,02-01-2012 00:00,35.2,8.05,25,414.4499971,156.85,7.508,0.385,16.524
KOLLEGAL,Cauvery Basin,1,02-01-2012 00:00,54.4,7.59,17.5,339.4151541,237.25,4.561732514,3.506224361,24.3
Shaklespur,Cauvery Basin,1,02-01-2017 00:00,3.6,7.62,20,35,18.1125,7.2,0.14,2.187
SOMVARPET,Cauvery Basin,1,02-01-2017 00:00,5,7.62,27.43669034,44,37.3062,5.4,0.36,5.9535
HOLENARSIPUR,Cauvery Basin,1,02-01-2017 00:00,8.6,7.85,26,45,40.2313,6.3,0.7,4.4955
KRISHNARAJPET,Cauvery Basin,1,02-01-2017 00:00,27,8.06,22,172,142.425,6.97,0.11,17.982
RAMANAGARAM,Cauvery Basin,1,02-01-2017 00:00,22.4,8.07,22.5,275.6393907,146.083,5.758853027,4.08,21.1
RAMANAGARAM,Cauvery Basin,1,02-01-2017 00:00,73.8,7.87,22.5,672,312.075,2.4,4.44,30.618
HASSAN,Cauvery Basin,1,02-01-2017 00:00,22.4,8.07,26,377.2149842,146.083,6.24384961,4.08,21.1
HASSAN,Cauvery Basin,1,02-01-2017 00:00,23.4,7.62,20,152,108.112,6.370675079,1.239953521,11.907
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-02-1981 00:00,10,7.8,24.31132066,108,66.6667,6.538265188,0.4967748,10
MALVALLI,Cauvery Basin,1,02-02-1981 00:00,33,8.2,24.05894115,324,161.667,6.031056664,2.147386121,19
SOMVARPET,Cauvery Basin,1,02-02-1987 00:00,13,7.2,23.66565654,62,65.8333,5.812420653,0.608879638,8
HOLENARSIPUR,Cauvery Basin,1,02-02-1987 00:00,13,7.3,24.33772599,66,53.3333,6.195414615,0.482138275,5
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-02-1987 00:00,40,7.7,23.35918066,165,125,5.221075028,2.081742241,6
MALVALLI,Cauvery Basin,1,02-02-1987 00:00,45,8.3,24.41835132,362,175,5.942916688,2.67522352,15
KOLLEGAL,Cauvery Basin,1,02-02-1987 00:00,36,6.9,22.06368081,210,165,4.259966991,2.327994598,18
SOMVARPET,Cauvery Basin,1,02-02-2000 00:00,7.4,7.3,23,-35.34696482,26.6,5.5,2.7,1.944
KOLLEGAL,Cauvery Basin,3,02-02-2001 00:00,8,8.41,24.2,858.3892148,323.993,7.099081711,2.701545816,72.9583
KOLLEGAL,Cauvery Basin,3,02-02-2009 00:00,43.2,8.23,20,700.4761792,334.667,6.36422922,0.4,54.4
Shaklespur,Cauvery Basin,1,02-02-2009 00:00,8,7.49,22,-18.45101398,36.2,6.38652796,0.123481169,3.888
KRISHNARAJPET,Cauvery Basin,1,02-02-2009 00:00,38.4,7.82,23,413.3715106,197.25,5.865804482,2.619897623,24.3
TIRUMAKUDAL-NARSIPUR,Cauvery Basin,1,02-02-2009 00:00,32,8.32,23.5,411.6239994,181.25,6.75,1.79,24.3
RAMANAGARAM,Cauvery Basin,1,02-02-2009 00:00,78.4,7.63,18.5,383.5857798,333.7,2.38,0.46,33.048
MALVALLI,Cauvery Basin,1,02-02-2009 00:00,38.4,8.13,24.5,408.9662804,197.25,5.96,1.19,24.3
HASSAN,Cauvery Basin,1,02-02-2009 00:00,25.6,7.89,21,103.8649222,100.45,5.992858169,1.30276767,8.748
KOLLEGAL,Cauvery Basin,1,02-02-2009 00:00,33.6,8.36,25,431.2815371,169.05,7.35,0.8,20.412
