,station_name,district_name,block_name,basin_name,sub_basin_name,basin_id,date_collection,PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L)
8792,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2000 00:00,7.1,22,146,117.25,6.481057654,0.45
1985,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2001 00:00,7.32,23.5,70.93145445,69.05,6.721127361,0.82933576
5176,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-06-2001 00:00,7.9,23.22605706,157,129.926,7.209137096,1.804449394
6045,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-06-2001 00:00,7,26.2,363.7413119,161.956,5.618614449,2.299795817
6451,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-06-2001 00:00,7.57,25.1032374,364.2347616,180.551,6.035898622,2.679127081
7010,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2001 00:00,7.1,24,116.5114956,60.35,5.84,0.78
7885,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2001 00:00,7,25.62058671,331,150.8528147,5.620259173,2.167141777
8840,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2001 00:00,8.3,28,255.2685094,86.9186,6.88,0.720252115
4821,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-06-2002 00:00,8.07,24.33895051,215,129.167,6.919165384,1.791927025
6056,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-06-2002 00:00,7.2,23.5,174.3211769,117.744,6.367331105,1.673762782
7503,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2002 00:00,7.38,23.5,132,91.667,6.417594542,1.5
8101,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2002 00:00,8.2,29.15482455,451,118.975,5.313447294,1.616873718
8519,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2002 00:00,7.65,37.20800859,1060,200.801,1.512569707,3.053794489
4735,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2004 00:00,8.62,26,420.1274506,207.544,7.4,0.8
6288,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-06-2004 00:00,7.42,25.5,204.4261171,98.5875,6.346136659,1.23736895
6538,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2004 00:00,8.13,26,121.7126375,51.2938,7.00761423,0.391196084
7173,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2004 00:00,8.4,25,293.8020328,149.007,6.766337364,2.137805566
7706,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2004 00:00,8.6,24,454.2195492,248.868,6.75,3.719134581
8703,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2004 00:00,8.22,28,642.8960849,263.42,5.592194401,3.965606243
4585,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2005 00:00,8.22,26.5,247.0848611,102.006,6.710802872,1.244579714
6640,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2005 00:00,8.17,25,255.1402055,104.6,5.97,1.73
7516,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2005 00:00,8.34,31,658.3786082,223.995,6.211304448,0.1
8256,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2005 00:00,7.7,26.3,50,24.75753599,7.163041588,-0.161394702
8507,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2005 00:00,6.93,25.32066091,83.80877202,45,6.3610885,0.316445109
2045,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2006 00:00,7.33,26.5,42.50947529,101.606,9.3,0.5
6552,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2006 00:00,8.31,18,209.9342733,211.501,7.5,0.2
7150,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2006 00:00,7.6,23,183,99.15,5.98,1.08
7854,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2006 00:00,8.52873273,26,265.4567442,119.0285963,6.884776122,1.565014309
8314,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2006 00:00,7.44,25.54372621,238,110,6.190110982,1.457400039
8776,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2006 00:00,8.14,25,741.1840145,359.711,5.404073039,5.791737881
2041,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2007 00:00,7.3,26.5,257.7946722,138.287,7.11,0.79
2013,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2009 00:00,7,20.5,20.76375891,95.425,6.772786512,1.443005044
4726,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2009 00:00,8.11,26,166.7567151,130.738,8.68,0.260770878
6570,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2009 00:00,8.4,26,583.6879754,241.125,5.6,1.9
7221,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2009 00:00,8.08,22.5,308.3422506,187.342,6.8,0.7
7602,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2009 00:00,7.18,25.5,289.9773266,138.881,5.961846572,1.936113916
7831,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2009 00:00,7.62,23,104,92.5,6.897601176,1
8371,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2009 00:00,7.82,25.03263946,48,35,7.091150717,0.144976343
8766,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2009 00:00,8.47,26,448.297512,208.962,6.49,3.001066174
10194,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2009 00:00,7.2,22.5,-83.30978911,13.075,7.0964202,-0.089264866
2028,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2010 00:00,7.8,26.5,120.8361484,42.55,6.774259195,0.213504215
4673,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2010 00:00,8.24,33.67645022,929,227.67,3.014939871,3.521494496
6582,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2010 00:00,7.79,25,360.4628386,186.667,6.77,0.71
7233,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2010 00:00,7.29,30.5,387.5572444,90.35,5.31,0.75
7819,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2010 00:00,8.21,25,410.1916115,203.824,6.332332721,3.088412729
8383,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2010 00:00,7.1,21,159,144.8351012,6.306307999,2.295640028
8755,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2010 00:00,8.37,25.04684217,436.9722566,215.706,6.364002108,3.291907916
2001,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-06-2011 00:00,7.9,26,304.7505478,122.762,5.92,1.998307588
4556,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2011 00:00,7,22.5,149.2937229,122.625,6.345980125,1.810498883
6594,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2011 00:00,8.08,23.5,394.3201134,221.35,6.353110766,3.470484853
7245,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2011 00:00,7.7,28,210.4773582,58.308,6.077668448,1.8
7740,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2011 00:00,8.05,19.5,223.9813061,207.793,6.955931012,3.443778477
7808,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2011 00:00,8.19,25,84.60990789,53.0995,7.26,0.423830789
8395,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2011 00:00,7.8,26.5,280.9060102,117.8884343,6.346795597,1.519408307
8479,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2011 00:00,7.43,24.68712353,62,50,6.869734695,0.407148721
10253,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2011 00:00,7.6,16,-215.1073971,59.3333,7.981234866,1.051581991
4662,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2012 00:00,7.9,33.07099363,512,50.3125,4.120292851,0.418283918
6607,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2012 00:00,8.557186878,25,235.2667484,121.3949042,7.024255954,1.65836407
7258,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2012 00:00,7.66,25,77.06318252,46.9354,6.862941799,0.367697178
7587,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2012 00:00,8.11,26,321.4486179,145.363,6.461929048,2.022504354
7795,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2012 00:00,8.01,23,258,103,5.474045817,1.4
8410,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2012 00:00,7.8,24.25425266,37,49.1667,7.27326699,0.392291033
8747,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2012 00:00,8.12,23.6,540.103046,288.342,5.986144496,4.627023756
4719,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2013 00:00,8.51,32,537.3898556,181.218,7,1.355720132
6668,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2013 00:00,7.6,25.01021596,101,60,6.800297564,0.582317811
7577,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2013 00:00,7.6,27,270.7614151,130.812,7.04,1.023561661
8421,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2013 00:00,8.2,28.55147901,393,107.138,5.606991453,1.409383862
4611,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2015 00:00,8.09,26,268.9754272,120.65,6.588858102,1.593941105
6703,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2015 00:00,7.4,25.75664136,360,160.9610604,5.770288768,2.344001407
7292,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2015 00:00,7.6,26.5,423.1897683,184.95,5.837803221,2.682939004
7544,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2015 00:00,8.3,26,462.3612846,214.849,6.32,3.12034679
8026,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-06-2015 00:00,8.4,34.60527016,704,100.938,3.5710903,1.305005778
8277,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2015 00:00,7.6,23.18900332,110,109.167,7.156932089,1.44124486
8445,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2015 00:00,7.8,26.79318309,155,40.8333,6.400607941,0.248213642
10232,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2015 00:00,6.63,23,-72.04721654,10.05,6.674557235,-0.167791839
4707,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2016 00:00,8.33,26,599.9442884,330.65,7.56,3.795972378
6680,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2016 00:00,8.02,21,330.2155343,232.826,6.590075875,3.799741397
7718,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2016 00:00,8.41,20,189.5564503,180.801,7.49,1.4
8434,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2016 00:00,7.3,26.20719131,456,194.4287063,5.340412854,2.929521525
4597,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2017 00:00,8,26,-99.90623986,24.625,9.2,1.5
4700,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2017 00:00,8.54,28,477.0074191,187.012,6.32,2.54942592
6618,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2017 00:00,7.58,25.12500448,336.1603588,166.98,6.116643135,2.442584304
7562,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2017 00:00,8.08,24,100,91.667,7.541913389,0.8
7657,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2017 00:00,8.58,22,296.615321,211.952,7.43,2.7
8437,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2017 00:00,7.7,25.19966016,241.0919522,120.9820457,6.445751187,1.640506834
8461,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2017 00:00,8,26,265.6675264,119.0713025,6.539118107,1.565839699
4683,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2018 00:00,8.2,26.5,121.0676663,42.6562,7.03386573,0.215359483
6221,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-06-2018 00:00,8,22,37.89791686,78.4875,7.314628221,1.071168004
6629,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-06-2018 00:00,8.22,25,252.9472038,129.767,6.758191933,1.80414737
7307,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2018 00:00,7.9,26,98.10072598,40.175,6.920955831,0.198370663
7672,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2018 00:00,8.01,25,333.6347685,171.98,6.54,2.421152166
8291,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2018 00:00,7.8,24.91600495,161,90,6.77762585,1.10709771
8732,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2018 00:00,8.51,28,451.0972107,173.087,6.292363368,2.399098775
2052,KOKKEDODDY,Bangalore Rural,KANAKAPURA,Cauvery Basin,Cauvery Middle,3,01-06-2019 00:00,7.8,25,193.0937993,101.581,6.644579241,1.315343207
4694,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-06-2019 00:00,8.38,25.04566958,438.4846354,216.437,6.366508427,3.304649624
4963,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-06-2019 00:00,7.2,25.8,200,93.32555557,6.243355448,1.113266661
7320,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-06-2019 00:00,7.46,23,26.16749081,56.3,6.952594101,0.634284632
7689,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-06-2019 00:00,8.585641026,24,205.0767525,123.7612122,7.163735786,1.751713831
8301,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-06-2019 00:00,8.12,25.46753143,216,101.732,6.711774673,1.3127264
8721,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-06-2019 00:00,7.99,26,444.1857675,203.169,6.056535322,3.02494789
5102,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1978 00:00,7.69,23,88.18079791,55.6333,6.1,0.9
7376,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1978 00:00,8.5,20,260.8312431,212.449,7.42,1.4
8912,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1978 00:00,8.05,25,329.0829408,190.549,7.22,2.207514209
4955,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1979 00:00,8.2,26.5,100,42.39204114,7.292765617,0.149749024
6360,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1979 00:00,7.92,25,392.7656415,195.619,6.190143497,2.946115176
7519,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1979 00:00,7.57,24.5,154,77.4625,4.88,1.21
7971,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1979 00:00,7.3,27.02379246,630,255.0880679,4.679181651,3.990769896
5058,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1980 00:00,7.5,27.5,291.6730783,106.344,6.081472312,1.267684416
6194,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1980 00:00,7.84,21,28.55730185,90.7562,7.277464556,1.336019886
6427,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1980 00:00,7.74,22.02528752,250,202.5,7.08976481,3.073284508
7418,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1980 00:00,8.3,21,160.2460638,152.774,7.225522615,2.411522415
7952,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1980 00:00,7.6,25.5,250.4196971,120.2539873,6.341128561,1.612248213
8968,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1980 00:00,8.31,20,161.044398,173.65,7.36,2.786516838
4764,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1981 00:00,8.2,24.5,23.84307952,30.2,7.377184104,0.103546492
5793,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1981 00:00,8.13,25.5,220.9061168,106.344,6.764083848,1.371903073
6415,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1981 00:00,8.2,26.84051725,516,206.158,5.612582068,3.140541424
7443,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1981 00:00,8.3,28,699.1517604,289.914,5.494211469,4.425056892
7929,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1981 00:00,7.8,26.03818241,420,181.8764338,5.802512803,2.709934023
8867,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1981 00:00,8.39,26.5,398.7741015,170.549,6.34,2.482934047
5175,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1982 00:00,7.7,24.23074182,52,56.6667,7.170005651,0.523481021
5815,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1982 00:00,7.82,27,169.5172333,57.1437,6.636435509,0.440533459
6405,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1982 00:00,7.6,26.5,373,154.234547,5.826971176,2.187437499
6987,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1982 00:00,7.7,26.99089514,623,252.6461009,4.966017701,3.948060897
7905,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1982 00:00,7.2,19.7,73.61091867,133.9744271,6.802655025,2.150748645
8585,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1982 00:00,8.24,24.78038796,170,97.5,7.066472656,1.23823017
5034,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1983 00:00,7.25,28,432.4866982,164.331,5.522290068,2.247213049
7023,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1983 00:00,7.85,24.8230087,725.6643185,355.261,5.26230437,5.724339691
7874,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1983 00:00,7,22.4,155.912438,127.5872077,6.336571152,1.900052684
8584,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1983 00:00,8.06,24.37525947,20,38.3333,7.465893312,0.202855768
5189,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1984 00:00,7.97,24.27031655,74,65.8333,7.274069337,0.683882342
5915,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1984 00:00,8.2,28.5,325.6975972,80.4,5.64,1.381259028
6471,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1984 00:00,7.55,24,238.9452909,139.844,6.40167388,2.030974372
7047,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1984 00:00,7.35,24,1.783418688,28.15,6.904046634,0.094016674
7785,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1984 00:00,8.07,26,415.2422701,189.537,6.185769254,2.788550134
4797,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1985 00:00,7,28.32851121,908,352.0048355,3.427555702,5.686338963
5922,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1985 00:00,7.95,25,258.7460915,132.5,6.567075756,1.851532745
6470,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1985 00:00,8.27,25.13046986,329.1120511,163.568,6.584167679,2.383136842
7340,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1985 00:00,8,23,254,159.167,6.914249731,1
8046,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1985 00:00,7.6,24.66312394,127,79.73247071,6.785847949,0.922896901
8548,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1985 00:00,7.93,24.81185963,150,87.5,6.915711694,1.063295447
5027,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1986 00:00,7.8,28.5,186.5697824,40.175,6.514923742,0.068120702
6003,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1986 00:00,8.16,24.35879878,268,153.12,6.821108488,2.210990555
6466,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1986 00:00,7.72,24.98825681,512.5329016,252.236,5.741328457,3.928604947
7338,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1986 00:00,7.25,27,378.842489,84.5,3.76,1.5
8148,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1986 00:00,7.6,30.41322411,751,226.238,3.795938389,3.494220813
8812,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1986 00:00,8.1,24.65060712,280.6924605,179.787,7.74,1.1
5196,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1987 00:00,8.1,23.13296409,220,161.282,7.177601942,2.352952666
6017,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1987 00:00,7.12,26.5,152.9007647,57.6562,6.246365629,0.475446547
8132,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1987 00:00,7.4,25.05798839,62,40.8333,6.772322774,0.247030395
8524,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1987 00:00,8.27,24.70494982,234,128.882,6.917757258,1.78719452
5204,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1988 00:00,7.39,28.30379298,460,144.167,4.939351915,2.056995766
6037,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1988 00:00,7.95,21,654.8635438,385.725,5.678735996,6.451249895
7480,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1988 00:00,7.87,24,507.5846356,266.362,5.893421345,4.225007791
8122,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1988 00:00,7.7,26.8,290.049412,117.1787194,6.244412492,1.491550235
8803,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1988 00:00,8.15,27,303.0323706,139.486,7.11,1.34202114
4857,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1989 00:00,7.47,26,90.55656685,36.625,6.661334511,0.136793428
5969,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1989 00:00,7.8,27,296.1476092,116.7056272,6.284577105,1.472984541
6294,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1989 00:00,7.9,23.3,12.21349235,44.725,7.263449594,0.417941158
